STATION,YEAR,Cd,Ec,Hv,Ms,Nfl,Ngu,Nm,Pcr,Pe,Ppf,Ppu,Rm,Ppc,Va,Zp,Zm,totobs
TF1.5,1996,0.14285714285714285,0,0.14285714285714285,0,0,0.14285714285714285,0.42857142857142855,0,0,0,0,0,0,0.14285714285714285,0,0,7
TF1.6,1996,0.25,0.125,0,0,0,0,0.125,0.25,0,0,0.125,0,0,0.125,0,0,8
TF2.1,1996,0.07262569832402235,0,0.37988826815642457,0.1340782122905028,0,0.0111731843575419,0.0446927374301676,0,0,0,0,0,0.00558659217877095,0.35195530726256985,0,0,179
TF2.2,1996,0.09154929577464789,0,0.28169014084507044,0.11267605633802817,0,0.028169014084507043,0.09154929577464789,0,0,0,0,0,0.007042253521126761,0.3873239436619718,0,0,142
TF2.3,1996,0.0594059405940594,0,0.40594059405940597,0.21782178217821782,0,0.009900990099009901,0.039603960396039604,0.009900990099009901,0,0,0,0,0,0.25742574257425743,0,0,101
TF2.4,1996,0.07526881720430108,0,0.46236559139784944,0.17204301075268819,0,0,0.1827956989247312,0,0,0,0,0,0,0.10752688172043011,0,0,93
WT1.1,1996,0.19230769230769232,0.23076923076923078,0.038461538461538464,0.3076923076923077,0,0,0,0.038461538461538464,0,0,0.038461538461538464,0,0,0.07692307692307693,0.07692307692307693,0,26
WT6.1,1996,0.034013605442176874,0.1360544217687075,0,0.08163265306122448,0,0,0,0,0,0.19047619047619047,0,0.08163265306122448,0.17687074829931973,0.027210884353741496,0.272108843537415,0,147
WXT0001,1996,0.1875,0.1875,0.0625,0,0,0.0625,0.1875,0.125,0,0,0.0625,0,0,0,0.125,0,16
CB1.1,1997,0.1872146118721461,0.0136986301369863,0.2374429223744292,0.3744292237442922,0.0045662100456621,0,0.0273972602739726,0,0,0,0,0,0,0.1552511415525114,0,0,219
CB2.1,1997,0.15873015873015872,0,0.25396825396825395,0.41798941798941797,0,0,0.0582010582010582,0,0,0,0,0,0,0.1111111111111111,0,0,189
CB2.2,1997,0.1566265060240964,0,0.14457831325301204,0.37349397590361444,0,0,0,0.04819277108433735,0,0,0.03614457831325301,0,0,0.20481927710843373,0.03614457831325301,0,83
ET1.1,1997,0.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,4
MAT0016,1997,0.1111111111111111,0,0.4074074074074074,0.024691358024691357,0,0,0.24691358024691357,0,0,0,0,0,0,0.20987654320987653,0,0,81
RET2.1,1997,0.07051282051282051,0,0.36538461538461536,0.2692307692307692,0,0,0.19230769230769232,0,0,0,0,0,0,0.10256410256410256,0,0,156
RET2.2,1997,0.1752136752136752,0.02564102564102564,0.004273504273504274,0.358974358974359,0,0,0,0,0,0.004273504273504274,0.004273504273504274,0,0,0.42735042735042733,0,0,234
RET2.4,1997,0.02197802197802198,0,0.005494505494505495,0.16483516483516483,0,0,0.01098901098901099,0.005494505494505495,0,0.17582417582417584,0,0.005494505494505495,0.12087912087912088,0.489010989010989,0,0,182
TF1.3,1997,0.2222222222222222,0.18518518518518517,0.2222222222222222,0,0,0.1111111111111111,0.07407407407407407,0.1111111111111111,0,0,0.037037037037037035,0,0,0.037037037037037035,0,0,27
TF1.4,1997,0.16666666666666666,0.05555555555555555,0.4444444444444444,0,0,0,0.2777777777777778,0.05555555555555555,0,0,0,0,0,0,0,0,18
TF1.5,1997,0.2222222222222222,0,0.3333333333333333,0,0,0.1111111111111111,0.2222222222222222,0,0,0,0,0,0,0.1111111111111111,0,0,9
TF1.6,1997,0.25,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,4
TF2.1,1997,0.041025641025641026,0,0.441025641025641,0.041025641025641026,0,0,0.10256410256410256,0.005128205128205128,0,0,0,0,0.02564102564102564,0.3435897435897436,0,0,195
TF2.2,1997,0.17647058823529413,0.014705882352941176,0.35294117647058826,0.058823529411764705,0,0,0.0661764705882353,0,0,0,0,0,0,0.33088235294117646,0,0,136
TF2.3,1997,0.0425531914893617,0,0.23404255319148937,0.19148936170212766,0,0,0.19148936170212766,0,0,0,0.02127659574468085,0,0.010638297872340425,0.30851063829787234,0,0,94
TF2.4,1997,0.03488372093023256,0,0.5581395348837209,0.046511627906976744,0,0,0.2558139534883721,0,0,0,0,0,0,0.10465116279069768,0,0,86
WT1.1,1997,0.28125,0.1875,0.03125,0.375,0,0,0,0.03125,0,0.03125,0,0,0,0.03125,0.03125,0,32
WT2.1,1997,0.1347517730496454,0.2127659574468085,0,0.2553191489361702,0,0,0.0070921985815602835,0.028368794326241134,0,0.0425531914893617,0.0070921985815602835,0,0,0.28368794326241137,0.028368794326241134,0,141
WT3.1,1997,0.04,0.2,0,0.22,0,0,0,0.02,0,0.06,0,0,0,0.3,0.16,0,50
WXT0001,1997,0.19047619047619047,0.09523809523809523,0.3333333333333333,0,0,0,0.2857142857142857,0,0,0,0,0,0,0,0.09523809523809523,0,21
XFB1986,1997,0.2,0,0.52,0,0,0,0.2,0,0,0,0,0,0,0.08,0,0,25
XHH4742,1997,0.02564102564102564,0.2564102564102564,0,0.1794871794871795,0,0,0,0,0,0.1282051282051282,0,0.23076923076923078,0.02564102564102564,0.05128205128205128,0.10256410256410256,0,39
CB1.1,1998,0.18532818532818532,0.019305019305019305,0.26640926640926643,0.3474903474903475,0,0,0.023166023166023165,0,0,0,0,0,0,0.1583011583011583,0,0,259
CB2.1,1998,0.2,0,0.2,0.3548387096774194,0,0,0.07741935483870968,0,0,0,0,0,0.0064516129032258064,0.16129032258064516,0,0,155
CB2.2,1998,0.03333333333333333,0,0,0.4,0,0,0,0.13333333333333333,0,0.03333333333333333,0,0,0.03333333333333333,0.3,0.06666666666666667,0,30
CB3.1,1998,0.058823529411764705,0,0,0.058823529411764705,0,0,0,0.058823529411764705,0,0.17647058823529413,0,0,0.29411764705882354,0.29411764705882354,0.058823529411764705,0,17
CB4.3W,1998,0.3333333333333333,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,3
ET1.1,1998,0.14285714285714285,0,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,7
ET2.2,1998,0.03571428571428571,0,0.17857142857142858,0.42857142857142855,0,0,0,0.03571428571428571,0,0,0,0,0,0.32142857142857145,0,0,28
LE3.1,1998,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
LE5.1,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAT0016,1998,0.0625,0,0.45,0,0,0,0.3375,0,0,0,0,0,0,0.15,0,0,80
RET2.1,1998,0.1276595744680851,0,0.3723404255319149,0.19680851063829788,0,0,0.13297872340425532,0,0,0,0,0,0,0.1702127659574468,0,0,188
RET2.2,1998,0.21621621621621623,0.02702702702702703,0.07207207207207207,0.2882882882882883,0,0.02702702702702703,0.018018018018018018,0,0,0,0,0,0.02702702702702703,0.3153153153153153,0.009009009009009009,0,111
RET2.4,1998,0.0546218487394958,0.03361344537815126,0,0.25210084033613445,0,0,0,0.1134453781512605,0,0.10504201680672269,0,0.09663865546218488,0.09243697478991597,0.24369747899159663,0.008403361344537815,0,238
RET5.1A,1998,0.4909090909090909,0,0,0,0,0,0.509090909090909,0,0,0,0,0,0,0,0,0,55
RET5.2,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
TF1.3,1998,0.20408163265306123,0.16326530612244897,0.22448979591836735,0,0,0.12244897959183673,0.02040816326530612,0.12244897959183673,0,0.02040816326530612,0.061224489795918366,0,0,0.04081632653061224,0.02040816326530612,0,49
TF1.4,1998,0.15,0.3,0.25,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,20
TF1.5,1998,0.17647058823529413,0.17647058823529413,0.058823529411764705,0,0,0.17647058823529413,0.29411764705882354,0,0,0,0.058823529411764705,0,0,0.058823529411764705,0,0,17
TF1.6,1998,0.16666666666666666,0.16666666666666666,0,0,0,0,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0,6
TF1.7,1998,0.3,0.2,0,0.1,0,0,0.1,0.2,0,0,0.1,0,0,0,0,0,10
TF2.2,1998,0.11450381679389313,0,0.2824427480916031,0.06870229007633588,0,0.022900763358778626,0.183206106870229,0,0,0,0,0,0,0.3282442748091603,0,0,131
TF2.3,1998,0.06,0,0.34,0.05,0,0,0.26,0,0,0,0,0,0,0.29,0,0,100
TF2.4,1998,0.17415730337078653,0,0.33707865168539325,0.07303370786516854,0,0,0.24157303370786518,0,0,0,0,0,0.02247191011235955,0.15168539325842698,0,0,178
TF5.5A,1998,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TF5.6,1998,0.625,0.125,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,8
WT1.1,1998,0.2413793103448276,0,0.06896551724137931,0.4827586206896552,0.034482758620689655,0,0,0.06896551724137931,0,0,0,0,0,0.10344827586206896,0,0,29
WT2.1,1998,0.0728476821192053,0.17218543046357615,0.013245033112582781,0.2185430463576159,0,0.026490066225165563,0.013245033112582781,0.059602649006622516,0,0.0728476821192053,0.052980132450331126,0,0.006622516556291391,0.25165562913907286,0.039735099337748346,0,151
WT3.1,1998,0.22535211267605634,0.19718309859154928,0,0.29577464788732394,0,0,0,0.028169014084507043,0,0.028169014084507043,0.014084507042253521,0,0,0.09859154929577464,0.11267605633802817,0,71
WXT0001,1998,0.1111111111111111,0.1111111111111111,0.2222222222222222,0,0,0.1111111111111111,0.05555555555555555,0.1111111111111111,0,0,0.2222222222222222,0,0,0,0.05555555555555555,0,18
XFB1986,1998,0.19230769230769232,0,0.4230769230769231,0,0,0,0.2692307692307692,0,0,0,0,0,0,0.11538461538461539,0,0,26
CB1.1,1999,0.1970260223048327,0,0.25650557620817843,0.3048327137546468,0,0.011152416356877323,0.055762081784386616,0,0,0,0,0,0,0.17472118959107807,0,0,269
CB2.1,1999,0.1990521327014218,0,0.17061611374407584,0.32701421800947866,0,0,0.10900473933649289,0,0,0,0,0,0.004739336492890996,0.1895734597156398,0,0,211
CB2.2,1999,0.16666666666666666,0,0,0.25,0,0,0,0.08333333333333333,0,0.08333333333333333,0.16666666666666666,0,0,0.25,0,0,12
ET2.2,1999,0.07142857142857142,0,0.21428571428571427,0.35714285714285715,0,0,0,0,0,0,0,0,0,0.35714285714285715,0,0,28
ET3.1,1999,0.14285714285714285,0,0,0.5714285714285714,0,0,0,0,0,0,0,0,0,0.2857142857142857,0,0,7
LE4.1,1999,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2
MAT0016,1999,0.1774193548387097,0,0.3548387096774194,0,0,0,0.3064516129032258,0,0,0,0.016129032258064516,0,0,0.14516129032258066,0,0,62
RET2.1,1999,0.3404255319148936,0,0.3191489361702128,0.14893617021276595,0,0,0.0425531914893617,0,0,0,0,0,0,0.14893617021276595,0,0,94
RET2.4,1999,0.02631578947368421,0.18421052631578946,0,0.6052631578947368,0,0,0,0,0,0.02631578947368421,0,0.13157894736842105,0,0.02631578947368421,0,0,38
RET5.1A,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
TF1.3,1999,0.23529411764705882,0.29411764705882354,0.17647058823529413,0,0,0.11764705882352941,0.029411764705882353,0.08823529411764706,0,0,0.029411764705882353,0,0,0.029411764705882353,0,0,34
TF1.4,1999,0.2727272727272727,0,0.45454545454545453,0,0,0,0.09090909090909091,0.09090909090909091,0,0,0,0,0,0,0.09090909090909091,0,11
TF1.5,1999,0.2857142857142857,0,0.2857142857142857,0,0,0.14285714285714285,0.2857142857142857,0,0,0,0,0,0,0,0,0,7
TF1.6,1999,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0.16666666666666666,0,0,0.16666666666666666,0,0,0.16666666666666666,0.16666666666666666,0,6
TF2.1,1999,0.18362282878411912,0,0.2679900744416873,0.19106699751861042,0,0.09181141439205956,0.12406947890818859,0,0,0,0,0,0.0024813895781637717,0.1315136476426799,0.007444168734491315,0,403
TF2.2,1999,0.22549019607843138,0,0.3137254901960784,0.0784313725490196,0,0.049019607843137254,0.11764705882352941,0,0,0,0,0,0,0.21568627450980393,0,0,102
TF2.3,1999,0.1590909090909091,0.022727272727272728,0.29545454545454547,0.11363636363636363,0,0,0.18181818181818182,0.022727272727272728,0,0,0,0,0,0.20454545454545456,0,0,44
TF2.4,1999,0.2653061224489796,0,0.3163265306122449,0.10204081632653061,0,0,0.20408163265306123,0,0,0,0,0,0,0.11224489795918367,0,0,98
TF3.2A,1999,0.46153846153846156,0,0.5384615384615384,0,0,0,0,0,0,0,0,0,0,0,0,0,13
TF4.2,1999,0.3333333333333333,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,9
TF4.4,1999,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,8
WT2.1,1999,0.07692307692307693,0.16666666666666666,0.019230769230769232,0.23076923076923078,0,0.07051282051282051,0.00641025641025641,0.02564102564102564,0,0.10897435897435898,0.03205128205128205,0,0.00641025641025641,0.22435897435897437,0.03205128205128205,0,156
WT3.1,1999,0.14583333333333334,0.22916666666666666,0,0.3541666666666667,0,0.020833333333333332,0,0.020833333333333332,0,0,0,0,0,0.14583333333333334,0.08333333333333333,0,48
WXT0001,1999,0.17391304347826086,0.17391304347826086,0.2608695652173913,0,0,0.13043478260869565,0.13043478260869565,0.043478260869565216,0,0,0,0,0,0,0.08695652173913043,0,23
CB1.1,2000,0.17120622568093385,0,0.25680933852140075,0.30739299610894943,0,0.0038910505836575876,0.07003891050583658,0,0,0,0,0,0,0.19066147859922178,0,0,257
CB2.1,2000,0.08743169398907104,0.00546448087431694,0.1366120218579235,0.32786885245901637,0,0.01092896174863388,0.03278688524590164,0.08196721311475409,0,0,0.04371584699453552,0,0,0.273224043715847,0,0,183
CB2.2,2000,0.045454545454545456,0,0.13636363636363635,0.3181818181818182,0,0,0.06818181818181818,0.022727272727272728,0,0.022727272727272728,0,0,0,0.36363636363636365,0.022727272727272728,0,44
ET2.2,2000,0.09259259259259259,0,0.2037037037037037,0.2962962962962963,0,0,0,0.05555555555555555,0,0,0.07407407407407407,0,0,0.2777777777777778,0,0,54
ET2.3,2000,0.01904761904761905,0,0.01904761904761905,0.5047619047619047,0,0,0.01904761904761905,0.01904761904761905,0,0,0,0,0,0.41904761904761906,0,0,105
LE1.4,2000,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,3
MAT0016,2000,0.10909090909090909,0,0.3090909090909091,0.01818181818181818,0,0,0.2727272727272727,0,0,0,0,0,0,0.2909090909090909,0,0,55
RET2.1,2000,0.16901408450704225,0,0.25821596244131456,0.18309859154929578,0,0,0.27230046948356806,0,0,0,0,0,0,0.11737089201877934,0,0,213
RET2.2,2000,0.21739130434782608,0,0.043478260869565216,0.30434782608695654,0,0,0.08695652173913043,0,0,0,0,0,0.021739130434782608,0.32608695652173914,0,0,46
RET2.4,2000,0.15384615384615385,0.23076923076923078,0,0.4230769230769231,0,0,0,0,0,0,0,0.038461538461538464,0,0.15384615384615385,0,0,26
RET5.1A,2000,0.5454545454545454,0,0.45454545454545453,0,0,0,0,0,0,0,0,0,0,0,0,0,11
TF1.4,2000,0.3076923076923077,0,0.3076923076923077,0,0,0.15384615384615385,0.23076923076923078,0,0,0,0,0,0,0,0,0,13
TF1.6,2000,0.19230769230769232,0.19230769230769232,0.07692307692307693,0,0,0.07692307692307693,0,0.19230769230769232,0,0,0.07692307692307693,0,0,0.19230769230769232,0,0,26
TF2.1,2000,0.14617169373549885,0,0.2273781902552204,0.1902552204176334,0,0.09280742459396751,0.1740139211136891,0,0,0,0,0,0,0.16937354988399073,0,0,431
TF2.2,2000,0.21052631578947367,0,0.3333333333333333,0.07017543859649122,0,0,0.14035087719298245,0,0,0,0,0,0,0.24561403508771928,0,0,57
TF2.3,2000,0.0625,0,0.22916666666666666,0.10416666666666667,0,0,0.2708333333333333,0,0,0,0,0,0,0.3333333333333333,0,0,48
TF2.4,2000,0.16149068322981366,0,0.2608695652173913,0.13043478260869565,0,0,0.2360248447204969,0,0,0,0,0,0,0.2111801242236025,0,0,161
WT1.1,2000,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.4473684210526316,0,0.02631578947368421,0.05263157894736842,0.10526315789473684,0,0.02631578947368421,0.02631578947368421,0,0,0.13157894736842105,0.05263157894736842,0,38
WT2.1,2000,0.06172839506172839,0.06172839506172839,0.018518518518518517,0.17901234567901234,0.012345679012345678,0.12345679012345678,0.012345679012345678,0.08024691358024691,0,0.07407407407407407,0.05555555555555555,0,0.037037037037037035,0.24691358024691357,0.037037037037037035,0,162
WT3.1,2000,0.058823529411764705,0.3235294117647059,0,0.14705882352941177,0,0.058823529411764705,0,0,0,0.029411764705882353,0.029411764705882353,0,0,0.35294117647058826,0,0,34
WXT0001,2000,0.15625,0.15625,0.15625,0,0,0.125,0.0625,0.03125,0,0,0.125,0,0,0,0.1875,0,32
XFB1986,2000,0.1875,0,0.4375,0,0,0,0.375,0,0,0,0,0,0,0,0,0,16
CB1.1,2001,0.14285714285714285,0,0.24285714285714285,0.2714285714285714,0,0,0.1,0,0,0,0,0,0,0.24285714285714285,0,0,70
CB2.1,2001,0.1111111111111111,0,0.16666666666666666,0.3333333333333333,0,0,0,0,0,0,0.05555555555555555,0,0.05555555555555555,0.2777777777777778,0,0,18
ET2.2,2001,0.05555555555555555,0,0.05555555555555555,0.4444444444444444,0,0,0,0,0,0,0.05555555555555555,0,0,0.3888888888888889,0,0,18
MAT0016,2001,0.1774193548387097,0,0.3387096774193548,0.11290322580645161,0,0,0.20967741935483872,0,0,0,0,0,0,0.16129032258064516,0,0,62
RET2.1,2001,0.24390243902439024,0,0.2032520325203252,0.23577235772357724,0,0.016260162601626018,0.17886178861788618,0,0,0,0,0,0,0.12195121951219512,0,0,123
RET2.2,2001,0.2,0,0.06666666666666667,0.3333333333333333,0,0.022222222222222223,0.044444444444444446,0,0,0.022222222222222223,0,0,0,0.3111111111111111,0,0,45
RET2.4,2001,0.1,0.1,0,0.2,0,0,0,0,0,0.1,0,0.1,0.1,0.2,0.1,0,10
RET5.1A,2001,0.19696969696969696,0,0.19696969696969696,0,0,0.030303030303030304,0.48484848484848486,0,0,0,0,0,0,0.09090909090909091,0,0,66
TF1.4,2001,0.2,0.2,0.2,0,0,0.2,0.06666666666666667,0,0,0,0,0,0,0,0.13333333333333333,0,15
TF1.6,2001,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0,5
TF2.1,2001,0.18774703557312253,0,0.24110671936758893,0.2075098814229249,0,0.11462450592885376,0.08102766798418973,0.001976284584980237,0,0,0,0,0,0.16600790513833993,0,0,506
TF2.2,2001,0.1206896551724138,0,0.27586206896551724,0.20689655172413793,0,0.034482758620689655,0.08620689655172414,0,0,0,0.017241379310344827,0,0,0.25862068965517243,0,0,58
TF2.4,2001,0.2,0,0.2714285714285714,0.11428571428571428,0,0.03571428571428571,0.18571428571428572,0,0,0,0,0,0,0.19285714285714287,0,0,140
TF4.2,2001,0.17647058823529413,0,0.7058823529411765,0,0,0,0,0,0,0,0,0,0,0.11764705882352941,0,0,17
TF4.4,2001,0.16666666666666666,0.03333333333333333,0.36666666666666664,0,0,0.1,0,0,0,0,0,0.1,0,0.23333333333333334,0,0,30
TF5.6,2001,0.4,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,5
WT2.1,2001,0.11764705882352941,0.058823529411764705,0.17647058823529413,0.23529411764705882,0,0.058823529411764705,0,0,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.17647058823529413,0,0,17
WT3.1,2001,0.07142857142857142,0.21428571428571427,0,0.42857142857142855,0,0,0,0,0,0.07142857142857142,0,0,0,0.21428571428571427,0,0,14
WXT0001,2001,0.1875,0.1875,0.1875,0,0,0.1875,0.125,0,0,0,0.0625,0,0,0,0.0625,0,16
XFB1986,2001,0.2,0,0.4,0.1,0,0.1,0.2,0,0,0,0,0,0,0,0,0,10
CB1.1,2002,0.08552631578947369,0,0.2631578947368421,0.3157894736842105,0,0,0,0,0,0,0,0,0,0.3355263157894737,0,0,152
CB2.1,2002,0.18518518518518517,0,0.25925925925925924,0.25925925925925924,0,0,0.037037037037037035,0,0,0,0,0,0.037037037037037035,0.2222222222222222,0,0,27
ET3.1,2002,0.3333333333333333,0,0.16666666666666666,0.4166666666666667,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,12
MAT0016,2002,0.21428571428571427,0,0.38095238095238093,0.16666666666666666,0,0,0.023809523809523808,0,0,0,0,0,0,0.21428571428571427,0,0,42
RET2.1,2002,0.2857142857142857,0,0.25396825396825395,0.2857142857142857,0,0,0.06349206349206349,0,0,0,0,0,0,0.1111111111111111,0,0,63
RET2.2,2002,0.05,0,0.05,0.65,0,0,0,0,0,0,0,0,0,0.25,0,0,20
RET2.4,2002,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0,0,5
TF1.4,2002,0.3333333333333333,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,12
TF2.1,2002,0.20522388059701493,0,0.24813432835820895,0.19402985074626866,0,0.05783582089552239,0.15298507462686567,0,0,0,0.0018656716417910447,0,0.0018656716417910447,0.13805970149253732,0,0,536
TF2.2,2002,0.16666666666666666,0,0.18421052631578946,0.20175438596491227,0,0.06140350877192982,0.18421052631578946,0,0,0,0,0,0,0.20175438596491227,0,0,114
TF2.3,2002,0.2,0,0.2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.26666666666666666,0,0,15
TF2.4,2002,0.24,0,0.28,0.2,0,0,0,0,0,0,0,0,0,0.28,0,0,25
WT1.1,2002,0.1,0.1,0.1,0.3,0,0,0,0.1,0,0,0.1,0,0,0.1,0.1,0,10
WXT0001,2002,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,8
XFB1986,2002,0.22727272727272727,0,0.22727272727272727,0.22727272727272727,0,0,0.22727272727272727,0,0,0,0,0,0,0.09090909090909091,0,0,22
CB1.1,2003,0.125,0,0.125,0.375,0,0,0,0,0,0,0,0,0,0.375,0,0,8
ET2.2,2003,0.05263157894736842,0,0.10526315789473684,0.3684210526315789,0,0,0,0.05263157894736842,0,0,0.05263157894736842,0,0,0.3684210526315789,0,0,19
MAT0016,2003,0.2033898305084746,0,0.2711864406779661,0.2033898305084746,0,0,0.15254237288135594,0,0,0,0,0,0,0.1694915254237288,0,0,59
RET2.1,2003,0.12307692307692308,0,0.36923076923076925,0.27692307692307694,0,0,0.12307692307692308,0,0,0,0,0,0,0.1076923076923077,0,0,65
RET2.2,2003,0.11764705882352941,0,0.11764705882352941,0.35294117647058826,0,0,0,0,0,0,0,0,0,0.4117647058823529,0,0,17
RET2.4,2003,0.13953488372093023,0,0,0.7441860465116279,0,0,0.023255813953488372,0,0,0,0,0.023255813953488372,0,0.023255813953488372,0.046511627906976744,0,43
RET5.1A,2003,0.25,0,0.2777777777777778,0,0,0.041666666666666664,0.375,0,0,0,0,0,0,0.05555555555555555,0,0,72
TF1.3,2003,0.11764705882352941,0,0.5882352941176471,0,0,0.29411764705882354,0,0,0,0,0,0,0,0,0,0,17
TF1.4,2003,0.0625,0,0.75,0,0,0.125,0.0625,0,0,0,0,0,0,0,0,0,16
TF2.2,2003,0.1917808219178082,0,0.2876712328767123,0.136986301369863,0,0.0136986301369863,0.136986301369863,0,0,0,0,0,0,0.2328767123287671,0,0,73
TF2.3,2003,0.07407407407407407,0,0.2222222222222222,0.2962962962962963,0,0,0.1111111111111111,0,0,0,0,0,0,0.2962962962962963,0,0,27
TF2.4,2003,0.1,0,0.24545454545454545,0.2545454545454545,0,0.07272727272727272,0.1,0,0,0,0,0,0,0.22727272727272727,0,0,110
TF4.2,2003,0.20408163265306123,0,0.6938775510204082,0,0,0.08163265306122448,0,0,0,0,0,0,0,0.02040816326530612,0,0,49
TF4.4,2003,0.06349206349206349,0,0.5238095238095238,0,0,0,0,0,0,0,0,0,0,0.4126984126984127,0,0,63
TF5.5A,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
TF5.6,2003,0.6,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,60
WT1.1,2003,0.12972972972972974,0.016216216216216217,0.4,0.34594594594594597,0,0,0.021621621621621623,0.010810810810810811,0,0,0.005405405405405406,0,0,0.06486486486486487,0.005405405405405406,0,185
WT2.1,2003,0.05,0.06666666666666667,0.2,0.2,0,0.03333333333333333,0.016666666666666666,0.08333333333333333,0,0.016666666666666666,0.05,0,0,0.25,0.03333333333333333,0,60
WT3.1,2003,0.10432569974554708,0.020356234096692113,0.002544529262086514,0.37150127226463103,0,0,0,0.10941475826972011,0,0.010178117048346057,0,0,0,0.33587786259541985,0.04580152671755725,0,393
XFB1986,2003,0.3333333333333333,0,0.3333333333333333,0,0,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,6
CB1.1,2004,0.10909090909090909,0.01818181818181818,0.14545454545454545,0.2909090909090909,0,0.03636363636363636,0.12727272727272726,0,0,0,0.05454545454545454,0,0.01818181818181818,0.2,0,0,55
CB2.1,2004,0.08,0.04,0.2,0.24,0,0,0.04,0,0,0.04,0.04,0,0.04,0.24,0.04,0,25
ET2.2,2004,0.06896551724137931,0,0.22988505747126436,0.28735632183908044,0,0,0,0.10344827586206896,0,0,0.011494252873563218,0,0,0.2988505747126437,0,0,87
ET3.1,2004,0.05263157894736842,0,0.5263157894736842,0.42105263157894735,0,0,0,0,0,0,0,0,0,0,0,0,19
MAT0016,2004,0.2,0,0.24,0.2,0.013333333333333334,0,0.09333333333333334,0,0,0,0,0,0,0.25333333333333335,0,0,75
RET2.1,2004,0.0851063829787234,0.0425531914893617,0.2553191489361702,0.44680851063829785,0,0,0.0425531914893617,0,0,0,0,0,0,0.1276595744680851,0,0,47
RET2.4,2004,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,4
RET5.1A,2004,0.22950819672131148,0,0.4098360655737705,0,0,0.03278688524590164,0.32786885245901637,0,0,0,0,0,0,0,0,0,61
TF1.3,2004,0.2727272727272727,0.045454545454545456,0.36363636363636365,0,0,0.2727272727272727,0.045454545454545456,0,0,0,0,0,0,0,0,0,22
TF1.4,2004,0.15151515151515152,0.030303030303030304,0.42424242424242425,0,0,0.18181818181818182,0.21212121212121213,0,0,0,0,0,0,0,0,0,33
TF2.1,2004,0.16666666666666666,0,0.3333333333333333,0.24509803921568626,0,0.00980392156862745,0.00980392156862745,0,0,0,0,0,0,0.23529411764705882,0,0,102
TF2.2,2004,0.1935483870967742,0,0.2903225806451613,0.1774193548387097,0,0.03225806451612903,0.08064516129032258,0,0,0,0,0,0,0.22580645161290322,0,0,62
TF2.4,2004,0.21739130434782608,0,0.25,0.18478260869565216,0,0.010869565217391304,0.16304347826086957,0,0,0,0,0,0,0.17391304347826086,0,0,92
TF4.4,2004,0.10526315789473684,0,0.6842105263157895,0,0,0,0,0,0,0,0,0,0,0.21052631578947367,0,0,19
WT1.1,2004,0.045454545454545456,0.15702479338842976,0.2892561983471074,0.2231404958677686,0,0.01652892561983471,0.08677685950413223,0,0,0,0.06198347107438017,0,0,0.09504132231404959,0.024793388429752067,0,242
WT2.1,2004,0.032388663967611336,0.024291497975708502,0.242914979757085,0.15789473684210525,0,0.12955465587044535,0.020242914979757085,0.03643724696356275,0,0.0931174089068826,0.012145748987854251,0,0.008097165991902834,0.242914979757085,0,0,247
WT3.1,2004,0.18333333333333332,0.01956521739130435,0.002898550724637681,0.3181159420289855,0,0.005797101449275362,0,0.02318840579710145,0,0.06739130434782609,0,0,0.0036231884057971015,0.37028985507246376,0.005797101449275362,0,1380
